cik,company Name
1566044,Menlo Therapeutics Inc.
1566046,CONSTANT CHRISTOPHER J
1566049,Arcturus Therapeutics Ltd.
1566051,Vross Anthony R
1566052,COMM 2013-LC6 Mortgage Trust
1566053,GS Mortgage Securities Trust 2013-GC10
1566063,"Raging Capital Offshore Fund, Ltd."
1566079,Lake Marianne
1566080,Ballinger Kevin J.
1566089,LDR Capital Management LLC
1566094,Mirviss Jeffrey B.
1566097,PBF Finance Corp
1566113,"Court Place Advisors, LLC"
1566118,Boothe Douglas
1566134,Stultz Jack C
1566136,"D. E. Shaw All Country Global Alpha Extension Fund, L.L.C."
1566137,"Paragon Associates II, Ltd"
1566140,COMM 2013-CCRE6 Mortgage Trust
1566146,Perro Richard P
1566185,Steinke Bruce A
1566186,Deskus Archana
1566188,Neumann David A
1566209,Short Andrea G
1566211,Stavley Stuart
1566217,FRAZIER LEON ANTHONY
1566223,Chestnutt Roy H
1566231,AVERHOFF ARMANDO
1566233,MCTAGGART FREDERICK W.
1566241,van Kempen Wouter T.
1566245,Keim Michael S
1566253,"Waycross Long/Short Opportunity Fund, L.P."
1566264,Marital Trust under The George Borba Family Trust
1566300,Jureller John M
1566301,PRISA LP
1566305,CEP Equity Market Neutral Fund LLC
1566313,CEP Equity Market Neutral Fund Ltd.
1566320,Umpleby III Donald J
1566340,Harrington Michael J
1566364,Barnes Melissa S
1566365,Finlay Richard
1566369,Vizzini Douglas R.
1566373,"Spring Bank Pharmaceuticals, Inc."
1566379,JERRYBANDAN RAMJEET
1566388,DoubleLine Income Solutions Fund
1566390,TROYANOVICH MICHAEL G
1566391,Meaney William L
1566396,"Jet Capital Select Opportunities Offshore Fund, Ltd."
1566397,"Jet Capital Select Opportunities Fund, LP"
1566398,Lauber Charles T
1566407,Rosica Jeff
1566414,"SignalPoint Asset Management, LLC"
1566416,Wheeler Kevin J.
1566433,"Apollo Principal Holdings III, L.P."
1566435,Jones Mary K.W.
1566456,Geelan John W
1566469,"NantHealth, Inc."
1566471,"EJF Income Fund Offshore, Ltd."
1566475,Cerity Partners LLC
1566491,Apollo Principal Holdings III GP Ltd
1566493,"Newman Dignan & Sheerar, Inc."
1566497,Jauchius Matthew
1566517,Farkas Daniel S
1566524,BRODIE BRENT
1566531,Spectrum Financial Alliance Ltd LLC
1566534,O'SULLIVAN KIERAN M
1566537,D'Ambrosia Brian
1566543,WFRBS Commercial Mortgage Trust 2013-C11
1566544,UBS-Barclays Commercial Mortgage Trust 2013-C5
1566546,Gormsen Christopher Andrew
1566555,MORRISON ROBERT B.
1566560,Dargusch Jonathan D
1566601,"FDx Advisors, Inc."
1566606,"Brenton Partners, L. P."
1566610,"Verb Technology Company, Inc."
1566611,Voleon Investors Fund LP
1566636,White Paul T
1566652,Ding Wei
1566653,"Eqis Capital Management, Inc."
1566686,PT. Vantage Drilling Co Indonesia
1566691,"RIVULET CAPITAL, LLC"
1566700,"Pagosa Investors (Cayman), Ltd."
1566704,Quantitative Tactical Aggressive Fund II LLC
1566718,"RIVULET CAPITAL MASTER FUND, LTD."
1566727,Stuckey Perry
1566728,"Capital Wealth Planning, LLC"
1566732,Parrish Lewis
1566737,FOLGER ANTHONY
1566745,"HEIKKINEN ENERGY SECURITIES, LLC"
1566752,Aristeguieta Francisco
1566758,Grant James Preston III
1566787,Memorial Sloan Kettering Cancer Center
1566794,Frontier Emerging Markets Fund
1566801,"Aft, Forsyth & Sober, LLC"
1566814,Blackstone Alternative Alpha Fund II
1566819,"ArthroMeda, Inc."
1566826,"Nxt-ID, Inc."
1566846,Nefkens Michael G
1566861,Linnen Edward P
1566871,Betts John A
1566882,Ashmore Emerging Markets Liquid Investment Portfolio
1566887,Ratan Capital Management LP
1566895,"NCINO, INC."
1566912,"Griffin-American Healthcare REIT III, Inc."
1566914,Hobson Christopher
1566968,"WOOSTER CORTHELL WEALTH MANAGEMENT, INC."
1566997,"VOLT Holdings VI, LLC"
1567001,Timmons Kevin L
1567004,"TAH Core Fund, LLC"
1567006,McClellan Mark B.
1567010,"Gardenia Japan Opportunity Fund, LP"
1567017,"SH Capital Offshore, LTD"
1567034,Durvasula Venkatesh S.
1567046,Martin Kevin J
1567054,Evans Elisabeth K
1567059,BUCHBAND RICHARD
1567073,Ferdman David H.
1567078,Boege Kathleen M
1567094,CNH Industrial N.V.
1567096,Hoeft David Clinton
1567098,Luckwel Pharmaceuticals Inc.
1567101,Bridge Builder Trust
1567106,"Vermeer Weather Fund, Ltd."
1567125,"Canyon Opportunistic Credit (GRF) Fund (Delaware), L.P."
1567134,FEARON MATTHEW
1567137,Commerce Bank
1567138,Gator Series Trust
1567149,FISHER STEPHEN
1567160,Gano Kyle
1567163,Edge Wealth Management LLC
1567187,"Coliseum Capital Partners II, L.P."
1567191,"303 ALTERNATIVES, LLC"
1567195,Incline Global Management LLC
1567226,Little Thomas Mitchell
1567280,SEIDNER MARC P
1567315,giovanniello joseph
1567331,AKO EUROPEAN LONG-ONLY PARTNERS L.P.
1567345,"HEMISPHERE MEDIA GROUP, INC."
1567362,Shumate Carla
1567370,McCabe Charles Kyne
1567375,Wilson Daniel D
1567382,Fisher Brian J.
1567388,NAMI Corp.
1567395,Sanchez Daniel E.
1567397,Glacier Peak Capital LLC
1567401,Apollo Credit Strategies Master Fund Ltd.
1567402,Apollo Credit Master Fund Ltd.
1567403,Apollo Centre Street Partnership L.P.
1567410,Rytter Katie
1567416,Freeman Leigh
1567460,CHK ENERGY HOLDINGS INC
1567470,Fowler David A.
1567487,Grieves Ian
1567503,"TurnKey Capital, Inc."
1567506,Hoffman Kelly W.
1567508,"Lyon Street Qualified Investors, L.P."
1567514,"Intra-Cellular Therapies, Inc."
1567529,KAMADA LTD
1567531,TERRELL JASON BRADLEY MD
1567569,First Trust Intermediate Duration Preferred & Income Fund
1567572,MORGAN STANLEY BANK OF AMERICA MERRILL LYNCH TRUST 2013-C8
1567580,Wells Norman E Jr.
1567582,Fundamental Credit Opportunities LP
1567583,Bay Annell R
1567591,SeaTown Master Fund
1567608,"Fourandhalf, Inc."
1567617,Jonsson Thomas
1567627,BAUER DOUGLAS F.
1567634,"Buckingham Capital Management, Inc."
1567635,PADFIELD Larry
1567641,"MANOR ROAD CAPITAL PARTNERS, LLC"
1567675,Shepherd Brian A.
1567680,Hoffbauer Gregory A
1567683,"Clearway Energy, Inc."
1567713,NEUKOM WILLIAM H.
1567720,WaterGuru Inc.
1567738,"Sensible Financial Planning & Management, LLC."
1567739,"Zweig-DiMenna Focus Fund, L.P."
1567746,Redwood Commercial Mortgage Corp
1567752,"BLOOM TREE PARTNERS, LLC"
1567755,"Private Advisor Group, LLC"
1567756,Schmitt Mark A
1567759,Kesseler Brian J
1567764,"GoldenTree Select Partners, L.P."
1567765,"GoldenTree Select Offshore Fund, Ltd."
1567771,BRIDGEWAY NATIONAL CORP.
1567772,Montgomery Norman J
1567777,Nelson Kitty Kennedy
1567784,"Carroll Financial Associates, Inc."
1567824,Alaix Juan Ramon
1567826,Knupp Catherine A.
1567828,Chen Heidi C.
1567830,Lee Joyce J.
1567857,Groves Douglas L
1567864,Heald Christopher
1567865,"Go Public, Inc."
1567874,Raghuram Rangarajan (Raghu)
1567878,Lagano Roxanne
1567884,Anne Farnham Rankin Trust 8/15/2012
1567889,"Telos Capital Management, Inc."
1567890,"Redmond Asset Management, LLC"
1567892,Mallinckrodt plc
1567900,BLACKBOXSTOCKS INC.
1567912,Somerset Group LLC
1567914,Borgmann Kevin S.
1567925,"Carter Validus Mission Critical REIT II, Inc."
1567926,High Vivacity Holdings Ltd
1567940,Allianz Global Investors U.S. Holdings LLC
1567956,EPIC CAPITAL SECURITIES CORP
1567958,Sequoia Mortgage Trust 2013-3
1567992,BTG Pactual Global Asset Management Ltd
1567993,Colonial Trust Advisors
1567994,"Horton Capital Partners Fund, L.P."
1567995,Tutas David A.
1568057,Sullivan Kevin F
1568068,"JFS WEALTH ADVISORS, LLC"
1568076,Jafarnia Kamal
1568078,Ogawa Richard
1568100,"PagerDuty, Inc."
1568106,Bator Thomas E.
1568110,"Steamboat Ventures Asia, L.P."
1568124,Zabriskie Kathryn
1568132,"Financial Management Professionals, Inc."
1568138,US Low Volatility Fund LP
1568139,Bio-En Holdings Corp.
1568147,KIRKPATRICK PAUL K.
1568162,"American Finance Trust, Inc"
1568178,Marsh Andrew S
1568192,FS Global Credit Opportunities Fund-D
1568193,FS Global Credit Opportunities Fund-A
1568194,FS Global Credit Opportunities Fund
15681,"TAG WEALTH MANAGEMENT, LLC"
1568213,May Phillip R Jr
1568214,Criscione Laura
1568235,King Wealth
1568244,Lopez Andres Alberto
1568260,OSSOWSKI JAMES L
1568273,Sorrentino Frank III
1568280,BW Gestao de Investimentos Ltda.
1568288,"Silver Lake Technology Associates Kraftwerk, L.P."
1568289,Princeton Portfolio Strategies Group LLC
1568292,Ivy High Income Opportunities Fund
1568298,Corbenic Partners LLC
1568303,"West Family Investments, Inc."
1568309,"Revere High Yield Fund, LP"
1568322,Feldman Jesse
1568339,"OHA Diversified Credit Strategies Fund, L.P."
1568342,GAM Systematic Core Macro (Cayman) Fund LP
1568349,SEATOWN HOLDINGS INTERNATIONAL PTE. LTD.
1568351,Dahlia Investments Pte. Ltd.
1568352,Havelock Fund Investments Pte Ltd
1568353,Fullerton Fund Investments Pte Ltd
1568354,Thomson Capital Pte. Ltd.
1568361,Securis II Fund-SPC-Segregated Portfolio Six-TCCC
1568366,Lines Grant A.
1568376,Rens Nick
1568384,Haberer Miles B
1568385,"Bright Mountain Media, Inc."
1568389,"Merriman Wealth Management, LLC"
1568437,ESHARES INC DBA Carta INC
1568445,Nomura Asset Management Malaysia Sdn. Bhd.
1568462,Lovejoy David R.
1568465,Murtlow Ann D.
1568469,"Bayview Fund Acquisitions IIIb, LLC"
1568480,Lorch Nicole S.
1568482,Perfetti C. Charles
1568507,Kelliher Susan M.
1568512,Mirae Asset Global Investments (USA) Inc.
1568540,Sather Financial Group Inc
1568541,"AOZORA BANK, LTD."
1568555,Monarch Partners Asset Management LLC
1568586,Waite Patrick
1568592,Peterson Bradley J
1568609,Cuddle Clones LLC
1568615,Anger Laura C
1568618,Works James David Jr
1568621,"Broad Run Investment Management, LLC"
1568625,Novation Ventures LLC
1568628,Bioquest Corp
1568695,FORGE MARKETS LLC
1568734,Burns John Thomas
1568750,Leide Dominic
1568751,Sennett Investments (Mauritius) Pte Ltd
1568755,"HHR ATLAS MASTER, L.P."
1568763,Fisher Investments Institutional Fund Global Small Cap Fund
1568768,Zugel Christian
1568787,"Warren Averett Asset Management, LLC"
1568788,Palestra Capital Management LLC
1568794,Cumming John D.
1568808,Reed James T Jr
1568809,Palermo Frank J Jr
1568817,Gary Jesse E
1568818,GAM Systematic Core Macro (Cayman) Fund
1568820,"Arlington Value Capital, LLC"
1568824,Theisen Randall S
1568830,Quillin M Kirk
1568842,Wellesley Bank Employee Stock Ownership Plan
1568845,TABERNA REALTY HOLDINGS TRUST
1568847,"ALM VII, Ltd."
1568857,Wright Frank J
1568861,StemBioSys Inc.
1568874,Patchett Mary Sue
1568875,"Znergy, Inc."
1568876,McCoig Dain A
1568880,Colson Eric R
1568884,Ness Trevor
1568890,"Hochman Cole Investment Advisors, Inc."
1568891,"Covey Capital Advisors, LLC"
1568897,"TOP CAPITAL ADVISORS, INC."
1568899,Carlyle Global Credit Investment Management L.L.C.
1568905,PREDEX
1568915,Liberty Jason T
1568933,Andrews Audrey T.
1568939,HITE Hedge Asset Management LLC
1568947,"Atika Offshore Fund, Ltd."
1568957,Pickle Paul H
1568969,"APPYEA, INC"
1568976,"Nomura CRE CDO 2007-2, Ltd."
1568986,Atika Capital Partners LP
1569004,Keinsley Jill R
1569006,Krakower Brian S
1569012,VERDE GLOBAL EQUITIES FUND LTD
1569016,Whiston William E.
1569036,Covington Investment Advisors Inc.
1569042,"Donald Smith Futures Fund, L.P."
1569049,"LIGHT STREET CAPITAL MANAGEMENT, LLC"
1569064,"SUVRETTA CAPITAL MANAGEMENT, LLC"
1569071,ACG Wealth
1569081,"Lazard Emerging Markets Debt Blend Fund (US), L.P."
1569082,Pepper Group Ltd
1569083,"MAKINGORG, INC."
1569099,Stearns Financial Services Group
1569100,Adirondack Research & Management Inc.
1569102,"A. D. Beadell Investment Counsel, Inc."
1569109,"ALM VI, Ltd."
1569117,"Jolley Asset Management, LLC"
1569118,JNBA Financial Advisors
1569119,Strategic Advisors LLC
1569122,Provenzano Ronald
1569134,"Tallgrass Energy Partners, LP"
1569136,Ergoteles LLC
1569137,"Grandeur Peak Global Advisors, LLC"
1569139,"High Falls Advisors, Inc"
1569141,Alley Co LLC
1569143,Coronation Asset Management (Pty) Ltd.
1569146,Kosloske Michael W
1569147,"PL Capital Advisors, LLC"
1569148,Murphy Pohlad Asset Management LLC
1569173,Whitnell & Co.
1569174,Osher Van de Voorde Investment Management
1569175,Tiger Eye Capital LLC
1569187,"Armada Hoffler Properties, Inc."
1569200,EnTrust Structured Income Fund I Ltd.
1569205,Fundsmith LLP
1569206,"Multi-Strategy Portfolio Sherpa, LLC"
1569207,Hedge Fund Select: Tudor BVI LLC
1569209,EnTrust Structured Income Fund II Ltd.
1569212,Queensboro Fund LLC
1569213,"Almond Global Fund, LLC"
1569215,Williams Jerry L.
1569218,"HHR TITAN OFFSHORE MASTER, L.P."
1569219,Van Wyk Steven C.
1569220,Tapases Christos A
1569227,"Mangrove Partners Master Fund, Ltd."
1569229,"Mangrove Partners Fund (Cayman), Ltd."
1569241,"Newtyn Management, LLC"
1569248,Burow Kristina
1569259,Holliday Steven Harold
1569263,"AGRE NA Management, LLC"
1569288,Dvorkin Howard
1569290,Lowry Michael Wayne
1569291,Giglia Bryan Albert
1569292,"Lenox Wealth Advisors, LLC"
1569293,"Apollo Centre Street Management, LLC"
1569299,AARDVARK SECURITIES LLC
1569320,"Series B- Hamlin SMA, a series of Green Square Private Investment Partners, LLC"
1569325,Bartels Deborah
1569329,"Youngevity International, Inc."
1569340,"Cell Source, Inc."
1569349,Coronation Universal Fund - Coronation Global Emerging Markets Equity Fund
1569352,NEW SILK ROAD INVESTMENT PTE LTD
1569353,Pitcher Daniel D
1569355,Hardesty Michael A
1569356,NINE MASTS CAPITAL Ltd
1569362,"EJF Financial Services Offshore Fund, Ltd."
1569395,"Mirae Asset Global Investments Co., Ltd."
1569397,"SC Absolute Return Fund, LLC Series B"
1569406,"ALM VIII, Ltd."
1569411,Addenda Capital Inc.
1569414,WFRBS COMMERCIAL MORTGAGE TRUST 2013-C12
1569427,Apollo ST Fund Management LLC (DE)
1569451,Napier Park European Credit US Feeder LLC
1569452,"Advocacy Wealth Management Services, LLC"
1569453,"F&V Capital Management, LLC"
1569454,AMERICAN ASSET MANAGEMENT INC.
1569455,J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C10
1569462,Tiger Pacific Domestic Fund LP
1569465,Tiger Pacific Offshore Fund Ltd.
1569476,TCM Momentum Fund LP
1569518,"Kinneret Advisory, LLC"
1569520,Brown Dennis M
1569529,Olis Dennis
1569532,"VISTA EQUITY PARTNERS MANAGEMENT, LLC"
1569537,"BEACONLIGHT CAPITAL, LLC"
1569540,PIMCO Tactical Opportunities Offshore Fund L.P.
1569541,PIMCO Tactical Opportunities Onshore Fund L.P.
1569555,"York Multi-Strategy ASP Fund, a series of Alternative Strategies Platform, LLC"
1569568,BIGFOOT PROJECT INVESTMENTS INC
1569570,"GoldenTree Credit Opportunities ASP Fund, a series of Alternative Strategies Platform, LLC"
1569573,FC Funding LLC
1569574,Krausz Keira
1569579,BTG Pactual Asset Management US LLC
1569585,Bell John K
1569587,HURON TRANSACTION ADVISORY LLC
1569590,OrbiMed Israel GP Ltd.
1569594,Ross Ivy
1569595,BTG PACTUAL (UK) Ltd
1569600,Stoeckle Mark E.
1569605,Tower Research Capital Investments LLC
1569606,INVESTMENTAKTIENGESELLSCHAFT FUER LANGFRISTIGE INVESTOREN TGV
1569620,PlainsCapital Corp
1569633,"Rizvi Traverse Management, LLC"
1569636,Santander Consumer (UK) plc
1569637,Politi Douglas W
1569638,"M Holdings Securities, Inc."
1569650,Bank OZK
1569653,"D. E. Shaw Adviser II, L.L.C."
1569655,"Winfield Associates, Inc."
1569665,MacDonald W. Timothy
1569667,"OARSMAN CAPITAL, INC."
1569681,"Blue Harbour Active Ownership Partners, L.P."
1569688,"Kerrisdale Advisers, LLC"
1569701,"RRE Ventures GP IV, LLC"
1569705,"Third Rock Ventures III, L.P."
1569707,BURIK JEFFREY M.
1569709,"ICONIQ Capital, LLC"
1569711,Coleman Thomas Randal
1569725,"David Capital Partners, LLC"
1569731,"TWO SIGMA ACTIVE EXTENSION U.S. ALL CAP EQUITY PORTFOLIO, LLC"
1569734,"TWO SIGMA ABSOLUTE RETURN PORTFOLIO, LLC"
1569735,Felix Lourdes
1569740,Tinicum Inc
1569758,Carmignac Gestion
1569762,Overlook Investments (BVI) Ltd
1569763,Overlook Investments Ltd
1569765,Paragon Capital Management Ltd
1569766,"Camelot Portfolios, LLC"
1569769,Soni Manmeet Singh
1569771,"U.S. Select Direct Private Equity (US), LP"
1569785,BTG Pactual Asset Management S.A. DTVM
1569789,Smith Philip Andrew
1569797,Castle Creek Capital IV LLC
1569806,"Alternative Income Legends ASP Fund, a series of Alternative Strategies Platform, LLC"
1569821,OrbiMed Israel BioFund GP Limited Partnership
1569833,"Rothschild Capital Partners, LLC"
1569855,Janney Capital Management LLC
1569856,"Centerbridge Advisors, LLC"
1569857,Overlook Holdings Ltd
1569863,"Bernicke Wealth Management, Ltd."
1569877,Chan Andrew K
1569880,Gordon David M
1569884,"RPg Family Wealth Advisory, LLC"
1569897,Tompkins Trust Co
1569904,Kastner Christopher D
1569907,WELLS STREET PARTNERS II LP
1569916,State Bank & Trust Co
1569922,Mura Agnes
1569924,Ziegler Lynda L.
1569947,"HYPOTENUSE CAPITAL PARTNERS, LP"
1569952,"ACC SECURITIES, LLC"
1569975,Ward Michael James
1569983,Liu Tony
1569994,"Waterstone Financial, Inc."
1569999,"Acuta Opportunity Offshore Fund, Ltd."
1570022,Howell Melissa A
1570069,"AR Multi-Strategy Fund, LTD"
1570073,Washington Lara E.
1570132,"ANVI GLOBAL HOLDINGS, INC."
1570142,Sherman Darrell
1570143,Cone C. David
1570155,O'Connor Timothy John
1570168,Lyons Dillon JoEllen
1570183,Kastner Marc A
1570186,Lane Peter R.
1570190,Palmer Sheryl
1570192,Kelley Tawn
1570199,Andurand Commodities Fund LP
1570212,WARNER CYNTHIA J
1570213,"FIG Capital Investments, LLC"
1570251,Goldstein Munger & Associates
1570253,QV Investors Inc.
1570275,"LiteIdeas, LLC"
1570279,Double Down Holdings Inc.
1570296,"Fernwood Investment Management, LLC"
1570307,BC European Capital VIII-37
1570308,Roe Scott A.
1570320,"Grosvenor Opportunistic Credit Fund III, Ltd."
1570321,Lorey Brandon Craig
1570328,Swanson Marc
1570331,Taylor George Anthony
1570332,Clark Denise M.
1570334,Numen Credit Opportunities Fund Inc.
1570337,Fisher Melissa B
1570343,HAGOOD ELIZABETH M
1570352,Taylor Jack T
1570372,Khani David M.
1570383,Nelson Bradley M.
1570384,Oppenheimer Main Street Small Cap Fund
1570392,TOMSICEK MICHAEL JOHN
1570393,St.Clare Christine
1570396,Lipe & Dalton
1570398,Shaked Opportunity Fund LP
1570404,MARSH WILLIAM D
1570406,S Squared Capital Partners LP
1570410,BARRETT DON WALKER III
1570420,Bowling Kenneth S.
1570440,Sequoia Mortgage Trust 2013-4
1570465,Kim Jae
1570469,Schlosser John W
1570492,Wilson Kevin S.
1570498,William Blair Global Diversified Return Fund LLC
1570532,Symson Adam
1570557,Waterbuck Fund Ltd.
1570558,Peterson Derek
1570562,"Evolus, Inc."
1570577,GRADY JOHN T JR
1570585,Liberty Global plc
1570596,Yancey Carol B
1570598,"Lyon Street Capital, LLC"
1570610,Hollingshead James
1570619,Parvatrium Partners Fund
1570636,Granier Brady James
1570658,Friar Sarah
1570660,Watson Patricia A
1570670,Callahan Dawn
1570677,Lauvergeon Anne
1570692,McEvoy Bruce
1570710,ASTRA SPECIAL SITUATIONS CREDIT FUND LTD
1570716,"Adarza BioSystems, Inc."
1570736,Jones Myrtle L
1570760,Spinnaker Fund LP
1570769,1922 Trust
1570805,Stevenson Kimberly S
1570825,Boever Christopher J.
1570827,"Victory Capital Holdings, Inc."
1570835,Fernandez Antonio F.
1570836,Gamgort Robert James
1570838,Sanford Glenn Darrel
1570844,Powell Ann
1570870,"DV FINANCIAL SERVICES, LLC"
1570873,"Militello Capital, LLC"
1570882,Current Asset Fund Ltd.
1570885,Fandozzi Ann
1570926,Barnhart Richard R
1570929,NHIT: Long Duration Government-Credit Trust
1570945,Steeneck Craig D.
1570974,Reizman Elizabeth
1570991,Anadarko E&P Onshore LLC
1571014,GLOBAL ALLIANCE SECURITIES LLC
1571026,Synergy Asia Master Fund
1571029,Synergy Asia Feeder Fund
1571035,Savarese Lawrence J.
1571048,CREDOS FLOATING RATE FUND LTD.
1571071,DEUTSCHE BALATON AKTIENGESELLSCHAFT
1571084,Langford Kevin T
1571122,"Cimarron Healthcare Opportunities, LP"
1571123,Science Applications International Corp
1571166,Barber James J.
1571180,GUZIEWICZ ANDREW
1571182,"UMJ US Feeder Fund, LLC"
1571211,Luly Jay R.
1571212,Or Yat Sun
1571236,COMM 2013-CCRE7 Mortgage Trust
1571237,Morgan Stanley Bank of America Merrill Lynch Trust 2013-C9
1571238,UBS-Barclays Commercial Mortgage Trust 2013-C6
1571266,"Telescope Peak Risk Capital, LP"
1571267,"Jackson Investment Group, LLC"
1571275,WILSON BRODY J
1571283,"Rexford Industrial Realty, Inc."
1571286,"Blue Harbour Active Ownership Partners (ERISA), Ltd."
1571287,"Blue Harbour Active Ownership Partners Offshore, Ltd."
1571322,Nader Elias
1571323,"Tse Capital Fund, L.P."
1571329,Capitala Finance Corp.
1571355,Malka Meyer
1571371,"Summit Materials, LLC"
1571385,"Delphi Capital Management, Inc."
1571390,Gill Wendy W
1571398,"Sunnyside Bancorp, Inc."
1571458,Clark Robert W
1571469,Countouriotis Athena
1571478,Francese James E
1571479,GIORDANO SEBASTIAN
1571498,"Epizyme, Inc."
1571512,GRAY JAMES H
1571545,Markus Maura A.
1571556,"Pure Financial Advisors, Inc."
1571558,"FINANCO SECURITIES, LLC"
1571561,Montana Gregory G
1571578,TARASI ROCCO F III
1571605,Reeves Donald L. III
1571607,Adamany Linda
1571610,SANTORO NICOLA JR
1571634,Covalis Capital Fund Ltd
1571636,NanoFlex Power Corp
1571640,Coll Denise M
1571659,Xstelos Corp.
1571669,Personal Capital Advisors Corp
1571685,"Health Plan Intermediaries Sub, LLC"
1571686,"Health Plan Intermediaires, LLC"
1571702,MINESENSE TECHNOLOGIES LTD.
1571718,PIMCO Global Credit Opportunity Employee Onshore Fund LLC
1571731,PIMCO Absolute Return Strategy IV Employee Onshore Fund LLC
1571757,"FEATHR, INC."
1571758,"212 Funding, LLC"
1571768,"T. Rowe Price Global Allocation Fund, Inc."
1571776,Cherry Hill Mortgage Investment Corp
1571780,"Pabrai Investment Fund 3, Ltd."
1571785,"Pabrai Investment Fund 2, L.P."
1571786,"Pabrai Investment Fund IV, L.P."
1571804,GREEN VISION BIOTECHNOLOGY CORP.
1571807,"Fort Collins/I-25 Interchange Corner, LLC"
1571810,Blackstone MG Custom Fund L.P.
1571811,Hester Randy
1571862,Pienta Kenneth
1571902,"JVL Advisors, L.L.C."
1571906,Whited Gary L
1571935,"Broadtree Residential, Inc"
1571949,"Intercontinental Exchange, Inc."
1571996,Dell Technologies Inc.
1571997,Gullans Steven R. Ph.D.
1572001,"Dean Ventures Multi Strategy Fund, L.P."
1572002,Horn Patrick Taylor
1572024,BARKETT ANTHONY
1572042,Jones Christopher Murrel
1572074,Stewart Cecelia D.
1572087,Kitching Steven
1572089,Reaves Gary Duane
1572095,"JANE STREET EXECUTION SERVICES, LLC"
1572136,McRoberts Michael
1572137,Gillis Michelle A
1572219,Evans Gay Huey
1572236,Medgold Resources Corp.
1572242,Shedlin Gary
1572253,"Outpoint Capital Partners, LP"
1572272,Gouveia Randall Colin
1572282,Vance Terry
1572285,"Coliseum Capital Co-Invest, L.P."
1572292,Vasquez Sarah M
1572303,Biddle Catherine U
1572306,"AllianceBernstein Securitized Assets Fund (Delaware), L.P."
1572307,"AllianceBernstein Securitized Assets Fund (Cayman), L.P."
1572311,XL Group Investments Ltd
1572317,"UNEEQO, INC."
1572325,Shaw Shannon
1572331,Gray Brian Gerald John
1572334,Virginia National Bankshares Corp
1572355,Fisher Douglas
1572364,Dorward-King Elaine J
1572382,"Glen Capital Partners Focus Fund, L.P."
1572384,"Resort Savers, Inc."
1572385,WETHERBEE ROBERT S
1572386,GREENWAY TECHNOLOGIES INC
1572447,"COINZOOM SECURITIES, LLC"
1572448,Pegus Cheryl
1572451,Bonita David P
1572455,Lancaster Ivan Tim
1572493,WFRBS Commercial Mortgage Trust 2013-C13
1572500,CKC Credit Opportunity Fund LP
1572528,Martinez Maria
1572558,Evans Trina M
1572565,Indoor Harvest Corp
1572616,Fractyl Laboratories Inc.
1572617,Westchester Capital Funds
1572621,Grana & Montero S.A.A.
1572624,Johnson Dennis L
1572628,Levin James S
1572661,Principal Exchange-Traded Funds
1572664,"BERYLSON CAPITAL PARTNERS, LLC"
1572666,Jackson Richard Lee
1572685,Cohler Matt
1572694,"Goldman Sachs BDC, Inc."
1572702,"Atlas Growth Partners, L.P."
1572703,Papouras Christopher Pashalis
1572706,Okumus Opportunistic Value Fund Ltd.
1572727,Bisselberg Stephanie S
1572748,Marathon Trading Investment Management LLC
1572749,FAIRBANKS ANN OCONNOR
1572758,"Cole Office & Industrial REIT (CCIT II), Inc."
1572766,Salontai Gerald J.
1572834,Takesako Ichiro John Paul
1572838,"Empirical Finance, LLC"
1572840,"South Beach Spirits, Inc."
1572852,Rose R Douglas
1572857,Cheung Sylvia
1572873,"Grosvenor Alpha Fund, Ltd."
1572875,McEndy Kathleen A
1572883,King Brian Douglas
1572888,Repenning Brent R
1572890,Joy Dan A
1572897,CQS Diversified Fund (SPC) Ltd - Segregated Portfolio Alpha II
1572909,"Old Kings Capital Long Only, L.P."
1572910,PHILLIPS 66 PARTNERS LP
1572914,"Excelsior Private Markets Fund III (Master), LLC"
1572915,"Excelsior Private Markets Fund III (TE), LLC"
1572916,"Excelsior Private Markets Fund III (TI), LLC"
1572920,Vaughn Mark J
1572964,Williams Richard L
1572984,Lowsley Denise
1572987,SLM Student Loan Trust 2013-2
1573035,Eaton Vance NextShares Trust
1573072,Novack David F
1573078,Foster` John
1573094,Conrad G Kent
1573097,"HD Supply Holdings, Inc."
1573151,Noonan Joseph T
1573157,Carvalho Orlando D
1573159,Mancini Joseph H.
1573160,Huang James
1573175,"CYPRESS REAL ESTATE OPPORTUNITY FUND 2012, L.P."
1573176,"CYPRESS REAL ESTATE INCOME FUND 2012, L.P."
1573179,"CYPRESS INVESTMENT FUNDS II, L.P."
1573184,"Honor Bancorp, Inc."
1573196,Nangle David J
1573202,Margolis Jeff Eliot
1573203,Miller Charles Kenneth III
1573213,VOELKER JOSEPH R
1573221,"TheRealReal, Inc."
1573233,Sheldon Todd N
1573269,Graziano Jessica
1573274,"Mayfield XIII Management (UGP), Ltd., a Cayman Islands Exempted Co."
1573279,TE Funding LLC
1573283,Cifu Douglas A
1573284,Fair William E
1573286,Mineer Michael Ray
1573297,Garrow Ronald E
1573302,TSX TRUST Co
1573308,Brooks Daniel W
1573311,"Alexandria Capital, LLC"
1573334,CEI Funding LLC
1573350,Viola Vincent J
1573352,OE Funding LLC
1573354,Schwartz Carl I.
1573363,Wajner Matthew F.
1573364,Wells Fargo EGS (India) Private Ltd
